nutrition_log_id,member_id,log_date,meal_type,food_id,food_name,serving_size_g,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g
NL00000217,MEM001983,2024-10-27,Lunch,FOOD0046,banana,200.0,178.0,2.2,46.0,0.6,4.6,13.8
NL00000218,MEM001242,2024-08-23,Snack,FOOD0053,grapes,110.0,66.0,0.6,16.5,0.2,1.6,5.0
NL00000219,MEM002125,2024-12-05,Snack,FOOD0055,peach,170.0,170.0,5.1,25.5,5.1,2.6,7.6
NL00000220,MEM000452,2024-04-30,Post-Workout,FOOD0014,ground turkey,60.0,60.0,1.8,9.0,1.8,0.9,2.7
NL00000221,MEM000898,2024-09-04,Dinner,FOOD0017,protein powder,70.0,70.0,2.1,10.5,2.1,1.0,3.2
NL00000222,MEM001966,2024-02-06,Lunch,FOOD0053,grapes,80.0,48.0,0.4,12.0,0.2,1.2,3.6
NL00000223,MEM000818,2024-04-09,Lunch,FOOD0034,kale,300.0,300.0,9.0,45.0,9.0,4.5,13.5
NL00000224,MEM000029,2024-05-05,Snack,FOOD0046,banana,70.0,62.3,0.8,16.1,0.2,1.6,4.8
NL00000225,MEM001812,2024-02-09,Post-Workout,FOOD0056,pear,230.0,230.0,6.9,34.5,6.9,3.4,10.4
NL00000226,MEM001119,2024-08-20,Snack,FOOD0078,butter,110.0,110.0,3.3,16.5,3.3,1.6,5.0
NL00000227,MEM000949,2024-08-27,Post-Workout,FOOD0054,watermelon,210.0,126.0,1.0,31.5,0.4,3.2,9.5
NL00000228,MEM000621,2024-09-11,Lunch,FOOD0055,peach,280.0,280.0,8.4,42.0,8.4,4.2,12.6
NL00000229,MEM001548,2024-07-07,Breakfast,FOOD0055,peach,160.0,160.0,4.8,24.0,4.8,2.4,7.2
NL00000230,MEM000969,2024-01-23,Snack,FOOD0031,tortilla,90.0,90.0,2.7,13.5,2.7,1.4,4.0
NL00000231,MEM001706,2024-02-15,Snack,FOOD0004,steak,90.0,243.9,22.5,0.0,17.1,0.0,0.0
NL00000232,MEM000545,2024-10-13,Breakfast,FOOD0042,cauliflower,170.0,170.0,5.1,25.5,5.1,2.6,7.6
NL00000233,MEM001876,2024-05-11,Dinner,FOOD0036,bell pepper,130.0,32.5,1.3,6.5,0.3,0.6,2.0
NL00000234,MEM000439,2024-02-02,Dinner,FOOD0067,flax seeds,210.0,210.0,6.3,31.5,6.3,3.2,9.5
NL00000235,MEM001659,2024-07-20,Lunch,FOOD0024,whole wheat bread,160.0,192.0,4.8,40.0,1.6,4.0,12.0
NL00000236,MEM002431,2024-07-10,Dinner,FOOD0025,white bread,180.0,216.0,5.4,45.0,1.8,4.5,13.5
NL00000237,MEM001973,2024-02-28,Breakfast,FOOD0032,broccoli,190.0,64.6,5.3,13.3,0.8,1.3,4.0
NL00000238,MEM000425,2024-01-27,Snack,FOOD0019,white rice,70.0,91.0,1.9,19.6,0.2,2.0,5.9
NL00000239,MEM001478,2024-03-18,Snack,FOOD0054,watermelon,260.0,156.0,1.3,39.0,0.5,3.9,11.7
NL00000240,MEM001810,2024-03-21,Lunch,FOOD0019,white rice,110.0,143.0,3.0,30.8,0.3,3.1,9.2
NL00000241,MEM001487,2024-03-27,Breakfast,FOOD0033,spinach,60.0,13.8,1.7,2.2,0.2,0.2,0.7
NL00000242,MEM001125,2024-03-18,Lunch,FOOD0020,brown rice,210.0,235.2,5.5,50.4,1.9,5.0,15.1
NL00000243,MEM001051,2024-05-18,Dinner,FOOD0058,grapefruit,220.0,132.0,1.1,33.0,0.4,3.3,9.9
NL00000244,MEM001426,2024-03-22,Post-Workout,FOOD0082,popcorn,190.0,190.0,5.7,28.5,5.7,2.8,8.5
NL00000245,MEM000943,2024-03-26,Dinner,FOOD0062,peanut butter,110.0,110.0,3.3,16.5,3.3,1.6,5.0
NL00000246,MEM000942,2024-01-15,Snack,FOOD0049,strawberry,190.0,114.0,1.0,28.5,0.4,2.8,8.5
NL00000247,MEM000321,2024-05-03,Dinner,FOOD0070,sunflower seeds,260.0,260.0,7.8,39.0,7.8,3.9,11.7
NL00000248,MEM001867,2024-04-24,Post-Workout,FOOD0085,maple syrup,260.0,260.0,7.8,39.0,7.8,3.9,11.7
NL00000249,MEM001434,2024-06-01,Dinner,FOOD0002,chicken thigh,200.0,418.0,52.0,0.0,22.0,0.0,0.0
NL00000250,MEM000211,2024-08-18,Lunch,FOOD0029,couscous,180.0,180.0,5.4,27.0,5.4,2.7,8.1
NL00000251,MEM002071,2024-07-24,Lunch,FOOD0020,brown rice,240.0,268.8,6.2,57.6,2.2,5.8,17.3
NL00000252,MEM001084,2024-03-17,Breakfast,FOOD0047,apple,280.0,145.6,0.8,39.2,0.6,3.9,11.8
NL00000253,MEM000971,2024-04-02,Breakfast,FOOD0076,yogurt,200.0,118.0,20.0,7.2,0.8,0.8,2.2
NL00000254,MEM002321,2024-03-04,Dinner,FOOD0038,cucumber,200.0,200.0,6.0,30.0,6.0,3.0,9.0
NL00000255,MEM001766,2024-05-15,Breakfast,FOOD0052,pineapple,230.0,119.6,0.7,32.2,0.5,3.2,9.7
NL00000256,MEM000872,2024-10-10,Snack,FOOD0025,white bread,90.0,108.0,2.7,22.5,0.9,2.2,6.8
NL00000257,MEM001400,2024-06-24,Post-Workout,FOOD0051,mango,80.0,80.0,2.4,12.0,2.4,1.2,3.6
NL00000258,MEM002352,2024-10-02,Dinner,FOOD0021,jasmine rice,100.0,120.0,3.0,25.0,1.0,2.5,7.5
NL00000259,MEM001931,2024-11-16,Snack,FOOD0061,walnuts,200.0,200.0,6.0,30.0,6.0,3.0,9.0
NL00000260,MEM000609,2024-02-17,Lunch,FOOD0046,banana,110.0,97.9,1.2,25.3,0.3,2.5,7.6
NL00000261,MEM000014,2024-03-11,Dinner,FOOD0023,oatmeal,100.0,68.0,2.4,12.0,1.4,1.2,3.6
NL00000262,MEM001397,2024-09-25,Lunch,FOOD0002,chicken thigh,60.0,125.4,15.6,0.0,6.6,0.0,0.0
NL00000263,MEM000194,2024-03-30,Snack,FOOD0077,whey protein,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00000264,MEM001586,2024-06-28,Lunch,FOOD0047,apple,90.0,46.8,0.3,12.6,0.2,1.3,3.8
NL00000265,MEM000746,2024-11-26,Snack,FOOD0059,avocado,200.0,320.0,4.0,17.0,30.0,1.8,5.0
NL00000266,MEM001499,2024-01-08,Dinner,FOOD0048,orange,50.0,30.0,0.2,7.5,0.1,0.8,2.2
NL00000267,MEM001259,2024-02-14,Snack,FOOD0063,almond butter,220.0,220.0,6.6,33.0,6.6,3.3,9.9
NL00000268,MEM001808,2024-02-10,Snack,FOOD0052,pineapple,60.0,31.2,0.2,8.4,0.1,0.8,2.5
NL00000269,MEM001885,2024-07-23,Lunch,FOOD0036,bell pepper,270.0,67.5,2.7,13.5,0.5,1.4,4.1
NL00000270,MEM000497,2024-09-23,Lunch,FOOD0069,pecans,290.0,290.0,8.7,43.5,8.7,4.4,13.0
NL00000271,MEM000105,2024-10-28,Lunch,FOOD0036,bell pepper,220.0,55.0,2.2,11.0,0.4,1.1,3.3
NL00000272,MEM001268,2024-01-19,Dinner,FOOD0018,cottage cheese,250.0,250.0,7.5,37.5,7.5,3.8,11.2
NL00000273,MEM000982,2024-06-27,Post-Workout,FOOD0068,cashews,170.0,170.0,5.1,25.5,5.1,2.6,7.6
NL00000274,MEM001066,2024-03-26,Lunch,FOOD0044,zucchini,260.0,260.0,7.8,39.0,7.8,3.9,11.7
NL00000275,MEM000413,2024-01-17,Dinner,FOOD0064,olive oil,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00000276,MEM002238,2024-07-08,Dinner,FOOD0037,tomato,240.0,60.0,2.4,12.0,0.5,1.2,3.6
NL00000277,MEM000979,2024-05-29,Snack,FOOD0043,brussels sprouts,80.0,80.0,2.4,12.0,2.4,1.2,3.6
NL00000278,MEM000638,2024-07-12,Snack,FOOD0047,apple,290.0,150.8,0.9,40.6,0.6,4.1,12.2
NL00000279,MEM001909,2024-07-22,Snack,FOOD0025,white bread,90.0,108.0,2.7,22.5,0.9,2.2,6.8
NL00000280,MEM002330,2024-11-29,Snack,FOOD0001,chicken breast,190.0,313.5,58.9,0.0,6.8,0.0,0.0
NL00000281,MEM000633,2024-02-06,Post-Workout,FOOD0019,white rice,150.0,195.0,4.1,42.0,0.4,4.2,12.6
NL00000282,MEM001170,2024-04-01,Snack,FOOD0070,sunflower seeds,180.0,180.0,5.4,27.0,5.4,2.7,8.1
NL00000283,MEM001281,2024-03-03,Dinner,FOOD0081,rice cakes,130.0,156.0,3.9,32.5,1.3,3.2,9.8
NL00000284,MEM001853,2024-09-26,Breakfast,FOOD0042,cauliflower,230.0,230.0,6.9,34.5,6.9,3.4,10.4
NL00000285,MEM000979,2024-01-31,Lunch,FOOD0034,kale,160.0,160.0,4.8,24.0,4.8,2.4,7.2
NL00000286,MEM001052,2024-09-17,Post-Workout,FOOD0074,mozzarella,220.0,220.0,6.6,33.0,6.6,3.3,9.9
NL00000287,MEM001916,2024-07-27,Dinner,FOOD0031,tortilla,250.0,250.0,7.5,37.5,7.5,3.8,11.2
NL00000288,MEM001760,2024-07-27,Breakfast,FOOD0078,butter,210.0,210.0,6.3,31.5,6.3,3.2,9.5
NL00000289,MEM000949,2024-11-04,Post-Workout,FOOD0055,peach,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00000290,MEM000365,2024-07-23,Post-Workout,FOOD0002,chicken thigh,100.0,209.0,26.0,0.0,11.0,0.0,0.0
NL00000291,MEM000512,2024-07-27,Lunch,FOOD0035,carrots,210.0,52.5,2.1,10.5,0.4,1.0,3.2
NL00000292,MEM001906,2024-10-28,Breakfast,FOOD0034,kale,80.0,80.0,2.4,12.0,2.4,1.2,3.6
NL00000293,MEM000907,2024-09-13,Snack,FOOD0063,almond butter,200.0,200.0,6.0,30.0,6.0,3.0,9.0
NL00000294,MEM001860,2024-06-13,Post-Workout,FOOD0017,protein powder,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00000295,MEM000108,2024-07-06,Dinner,FOOD0036,bell pepper,140.0,35.0,1.4,7.0,0.3,0.7,2.1
NL00000296,MEM000645,2024-05-16,Lunch,FOOD0039,lettuce,60.0,15.0,0.6,3.0,0.1,0.3,0.9
NL00000297,MEM000219,2024-09-30,Snack,FOOD0034,kale,300.0,300.0,9.0,45.0,9.0,4.5,13.5
NL00000298,MEM000798,2024-07-05,Breakfast,FOOD0058,grapefruit,210.0,126.0,1.0,31.5,0.4,3.2,9.5
NL00000299,MEM001338,2024-01-20,Post-Workout,FOOD0015,tofu,250.0,250.0,7.5,37.5,7.5,3.8,11.2
NL00000300,MEM001007,2024-10-22,Lunch,FOOD0074,mozzarella,300.0,300.0,9.0,45.0,9.0,4.5,13.5
NL00000301,MEM001549,2024-06-17,Snack,FOOD0032,broccoli,80.0,27.2,2.2,5.6,0.3,0.6,1.7
NL00000302,MEM001765,2024-06-29,Lunch,FOOD0060,almonds,110.0,636.9,23.1,24.2,55.0,2.4,7.3
NL00000303,MEM002107,2024-01-27,Snack,FOOD0012,egg whites,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00000304,MEM001069,2024-05-02,Lunch,FOOD0038,cucumber,250.0,250.0,7.5,37.5,7.5,3.8,11.2
NL00000305,MEM000588,2024-04-12,Dinner,FOOD0052,pineapple,220.0,114.4,0.7,30.8,0.4,3.1,9.2
NL00000306,MEM000437,2024-06-22,Breakfast,FOOD0051,mango,90.0,90.0,2.7,13.5,2.7,1.4,4.0
NL00000307,MEM000690,2024-09-10,Lunch,FOOD0058,grapefruit,220.0,132.0,1.1,33.0,0.4,3.3,9.9
NL00000308,MEM002264,2024-02-14,Dinner,FOOD0071,greek yogurt,180.0,106.2,18.0,6.5,0.7,0.7,2.0
NL00000309,MEM001082,2024-01-10,Breakfast,FOOD0079,granola bar,110.0,110.0,3.3,16.5,3.3,1.6,5.0
NL00000310,MEM001485,2024-01-17,Lunch,FOOD0050,blueberry,190.0,114.0,1.0,28.5,0.4,2.8,8.5
NL00000311,MEM001015,2024-12-02,Dinner,FOOD0076,yogurt,290.0,171.1,29.0,10.4,1.2,1.2,3.2
NL00000312,MEM001822,2024-01-25,Dinner,FOOD0076,yogurt,250.0,147.5,25.0,9.0,1.0,1.0,2.8
NL00000313,MEM000038,2024-01-11,Lunch,FOOD0064,olive oil,280.0,280.0,8.4,42.0,8.4,4.2,12.6
NL00000314,MEM000686,2024-09-16,Lunch,FOOD0065,coconut oil,150.0,150.0,4.5,22.5,4.5,2.2,6.8
NL00000315,MEM001171,2024-07-22,Snack,FOOD0034,kale,170.0,170.0,5.1,25.5,5.1,2.6,7.6
NL00000316,MEM000364,2024-09-26,Lunch,FOOD0002,chicken thigh,150.0,313.5,39.0,0.0,16.5,0.0,0.0
NL00000317,MEM000314,2024-08-04,Dinner,FOOD0055,peach,250.0,250.0,7.5,37.5,7.5,3.8,11.2
NL00000318,MEM000533,2024-05-16,Snack,FOOD0077,whey protein,270.0,270.0,8.1,40.5,8.1,4.1,12.2
NL00000319,MEM002495,2024-09-03,Breakfast,FOOD0047,apple,290.0,150.8,0.9,40.6,0.6,4.1,12.2
NL00000320,MEM002050,2024-04-05,Post-Workout,FOOD0032,broccoli,70.0,23.8,2.0,4.9,0.3,0.5,1.5
NL00000321,MEM002283,2024-11-02,Lunch,FOOD0076,yogurt,290.0,171.1,29.0,10.4,1.2,1.2,3.2
NL00000322,MEM002158,2024-01-05,Post-Workout,FOOD0020,brown rice,90.0,100.8,2.3,21.6,0.8,2.2,6.5
NL00000323,MEM000646,2024-05-19,Post-Workout,FOOD0082,popcorn,100.0,100.0,3.0,15.0,3.0,1.5,4.5
NL00000324,MEM000336,2024-04-13,Lunch,FOOD0014,ground turkey,250.0,250.0,7.5,37.5,7.5,3.8,11.2
NL00000325,MEM001030,2024-06-11,Lunch,FOOD0074,mozzarella,250.0,250.0,7.5,37.5,7.5,3.8,11.2
NL00000326,MEM002159,2024-11-10,Lunch,FOOD0047,apple,190.0,98.8,0.6,26.6,0.4,2.7,8.0
NL00000327,MEM001157,2024-11-06,Snack,FOOD0014,ground turkey,280.0,280.0,8.4,42.0,8.4,4.2,12.6
NL00000328,MEM001098,2024-11-29,Post-Workout,FOOD0061,walnuts,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00000329,MEM000978,2024-04-28,Post-Workout,FOOD0074,mozzarella,190.0,190.0,5.7,28.5,5.7,2.8,8.5
NL00000330,MEM001947,2024-11-01,Breakfast,FOOD0051,mango,180.0,180.0,5.4,27.0,5.4,2.7,8.1
NL00000331,MEM000586,2024-09-03,Dinner,FOOD0014,ground turkey,230.0,230.0,6.9,34.5,6.9,3.4,10.4
NL00000332,MEM002106,2024-06-17,Post-Workout,FOOD0055,peach,180.0,180.0,5.4,27.0,5.4,2.7,8.1
NL00000333,MEM001230,2024-02-02,Snack,FOOD0058,grapefruit,210.0,126.0,1.0,31.5,0.4,3.2,9.5
NL00000334,MEM000603,2024-02-28,Lunch,FOOD0024,whole wheat bread,190.0,228.0,5.7,47.5,1.9,4.8,14.2
NL00000335,MEM000269,2024-06-19,Breakfast,FOOD0002,chicken thigh,230.0,480.7,59.8,0.0,25.3,0.0,0.0
NL00000336,MEM001119,2024-07-13,Post-Workout,FOOD0037,tomato,90.0,22.5,0.9,4.5,0.2,0.4,1.4
NL00000337,MEM001065,2024-02-24,Breakfast,FOOD0010,cod,170.0,204.0,40.8,0.0,3.4,0.0,0.0
NL00000338,MEM000360,2024-11-29,Post-Workout,FOOD0044,zucchini,240.0,240.0,7.2,36.0,7.2,3.6,10.8
NL00000339,MEM001390,2024-11-02,Post-Workout,FOOD0023,oatmeal,220.0,149.6,5.3,26.4,3.1,2.6,7.9
NL00000340,MEM000259,2024-09-01,Lunch,FOOD0028,potato,220.0,189.2,3.5,44.0,0.2,4.4,13.2
NL00000341,MEM000069,2024-11-06,Snack,FOOD0041,green beans,60.0,60.0,1.8,9.0,1.8,0.9,2.7
NL00000342,MEM001676,2024-11-05,Dinner,FOOD0057,kiwi,200.0,200.0,6.0,30.0,6.0,3.0,9.0
NL00000343,MEM001938,2024-03-16,Dinner,FOOD0032,broccoli,210.0,71.4,5.9,14.7,0.8,1.5,4.4
NL00000344,MEM000884,2024-02-15,Dinner,FOOD0069,pecans,270.0,270.0,8.1,40.5,8.1,4.1,12.2
NL00000345,MEM000748,2024-06-10,Breakfast,FOOD0073,cheese,150.0,150.0,4.5,22.5,4.5,2.2,6.8
NL00000346,MEM000413,2024-10-29,Lunch,FOOD0062,peanut butter,70.0,70.0,2.1,10.5,2.1,1.0,3.2
NL00000347,MEM001881,2024-01-25,Lunch,FOOD0050,blueberry,200.0,120.0,1.0,30.0,0.4,3.0,9.0
NL00000348,MEM001078,2024-04-25,Breakfast,FOOD0009,shrimp,100.0,120.0,24.0,0.0,2.0,0.0,0.0
NL00000349,MEM001346,2024-01-27,Snack,FOOD0081,rice cakes,210.0,252.0,6.3,52.5,2.1,5.2,15.8
NL00000350,MEM001654,2024-03-27,Dinner,FOOD0034,kale,250.0,250.0,7.5,37.5,7.5,3.8,11.2
NL00000351,MEM001529,2024-11-25,Lunch,FOOD0080,protein bar,190.0,190.0,5.7,28.5,5.7,2.8,8.5
NL00000352,MEM000666,2024-03-29,Post-Workout,FOOD0074,mozzarella,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00000353,MEM002415,2024-12-05,Snack,FOOD0047,apple,290.0,150.8,0.9,40.6,0.6,4.1,12.2
NL00000354,MEM000696,2024-09-21,Post-Workout,FOOD0028,potato,230.0,197.8,3.7,46.0,0.2,4.6,13.8
NL00000355,MEM000661,2024-04-30,Lunch,FOOD0085,maple syrup,110.0,110.0,3.3,16.5,3.3,1.6,5.0
NL00000356,MEM002192,2024-03-08,Post-Workout,FOOD0039,lettuce,50.0,12.5,0.5,2.5,0.1,0.2,0.8
NL00000357,MEM000591,2024-06-27,Snack,FOOD0052,pineapple,210.0,109.2,0.6,29.4,0.4,2.9,8.8
NL00000358,MEM002236,2024-01-29,Post-Workout,FOOD0026,pasta,280.0,366.8,14.0,70.0,3.1,7.0,21.0
NL00000359,MEM000012,2024-05-16,Snack,FOOD0052,pineapple,260.0,135.2,0.8,36.4,0.5,3.6,10.9
NL00000360,MEM001001,2024-05-28,Post-Workout,FOOD0018,cottage cheese,170.0,170.0,5.1,25.5,5.1,2.6,7.6
NL00000361,MEM000554,2024-11-23,Post-Workout,FOOD0022,quinoa,150.0,180.0,6.6,31.5,2.8,3.2,9.4
NL00000362,MEM000712,2024-07-11,Post-Workout,FOOD0046,banana,200.0,178.0,2.2,46.0,0.6,4.6,13.8
NL00000363,MEM002304,2024-08-22,Post-Workout,FOOD0014,ground turkey,220.0,220.0,6.6,33.0,6.6,3.3,9.9
NL00000364,MEM001942,2024-11-22,Post-Workout,FOOD0061,walnuts,90.0,90.0,2.7,13.5,2.7,1.4,4.0
NL00000365,MEM000949,2024-01-10,Lunch,FOOD0032,broccoli,140.0,47.6,3.9,9.8,0.6,1.0,2.9
NL00000366,MEM000492,2024-05-07,Dinner,FOOD0043,brussels sprouts,190.0,190.0,5.7,28.5,5.7,2.8,8.5
NL00000367,MEM001389,2024-03-19,Dinner,FOOD0001,chicken breast,300.0,495.0,93.0,0.0,10.8,0.0,0.0
NL00000368,MEM000461,2024-10-18,Lunch,FOOD0076,yogurt,100.0,59.0,10.0,3.6,0.4,0.4,1.1
NL00000369,MEM001279,2024-02-09,Post-Workout,FOOD0079,granola bar,270.0,270.0,8.1,40.5,8.1,4.1,12.2
NL00000370,MEM000414,2024-03-16,Snack,FOOD0071,greek yogurt,100.0,59.0,10.0,3.6,0.4,0.4,1.1
NL00000371,MEM001114,2024-12-04,Lunch,FOOD0055,peach,160.0,160.0,4.8,24.0,4.8,2.4,7.2
NL00000372,MEM002373,2024-06-29,Lunch,FOOD0025,white bread,110.0,132.0,3.3,27.5,1.1,2.8,8.2
NL00000373,MEM000287,2024-02-20,Lunch,FOOD0006,salmon,60.0,123.6,13.2,0.0,7.8,0.0,0.0
NL00000374,MEM000875,2024-06-26,Snack,FOOD0072,milk,160.0,160.0,4.8,24.0,4.8,2.4,7.2
NL00000375,MEM000773,2024-02-17,Snack,FOOD0017,protein powder,200.0,200.0,6.0,30.0,6.0,3.0,9.0
NL00000376,MEM002064,2024-06-15,Snack,FOOD0051,mango,190.0,190.0,5.7,28.5,5.7,2.8,8.5
NL00000377,MEM001265,2024-03-17,Breakfast,FOOD0035,carrots,70.0,17.5,0.7,3.5,0.1,0.4,1.0
NL00000378,MEM002355,2024-11-22,Snack,FOOD0084,honey,260.0,260.0,7.8,39.0,7.8,3.9,11.7
NL00000379,MEM001645,2024-03-27,Snack,FOOD0068,cashews,210.0,210.0,6.3,31.5,6.3,3.2,9.5
NL00000380,MEM000342,2024-03-05,Post-Workout,FOOD0046,banana,50.0,44.5,0.6,11.5,0.2,1.2,3.4
NL00000381,MEM001468,2024-08-01,Post-Workout,FOOD0002,chicken thigh,70.0,146.3,18.2,0.0,7.7,0.0,0.0
NL00000382,MEM001769,2024-03-14,Snack,FOOD0053,grapes,60.0,36.0,0.3,9.0,0.1,0.9,2.7
NL00000383,MEM001176,2024-10-25,Dinner,FOOD0007,tuna,260.0,343.2,72.8,0.0,3.4,0.0,0.0
NL00000384,MEM001352,2024-05-30,Breakfast,FOOD0076,yogurt,160.0,94.4,16.0,5.8,0.6,0.6,1.8
NL00000385,MEM000223,2024-04-29,Dinner,FOOD0081,rice cakes,200.0,240.0,6.0,50.0,2.0,5.0,15.0
NL00000386,MEM001670,2024-07-05,Dinner,FOOD0035,carrots,250.0,62.5,2.5,12.5,0.5,1.2,3.8
NL00000387,MEM001334,2024-01-22,Dinner,FOOD0016,tempeh,280.0,280.0,8.4,42.0,8.4,4.2,12.6
NL00000388,MEM000957,2024-10-03,Dinner,FOOD0077,whey protein,100.0,100.0,3.0,15.0,3.0,1.5,4.5
NL00000389,MEM002076,2024-03-21,Snack,FOOD0014,ground turkey,290.0,290.0,8.7,43.5,8.7,4.4,13.0
NL00000390,MEM000948,2024-03-10,Breakfast,FOOD0038,cucumber,170.0,170.0,5.1,25.5,5.1,2.6,7.6
NL00000391,MEM002264,2024-05-21,Breakfast,FOOD0022,quinoa,270.0,324.0,11.9,56.7,5.1,5.7,17.0
NL00000392,MEM001284,2024-07-23,Lunch,FOOD0008,tilapia,100.0,120.0,24.0,0.0,2.0,0.0,0.0
NL00000393,MEM001134,2024-09-06,Lunch,FOOD0056,pear,130.0,130.0,3.9,19.5,3.9,2.0,5.9
NL00000394,MEM000887,2024-09-29,Snack,FOOD0012,egg whites,180.0,180.0,5.4,27.0,5.4,2.7,8.1
NL00000395,MEM000414,2024-11-11,Post-Workout,FOOD0009,shrimp,90.0,108.0,21.6,0.0,1.8,0.0,0.0
NL00000396,MEM001086,2024-04-16,Snack,FOOD0009,shrimp,90.0,108.0,21.6,0.0,1.8,0.0,0.0
NL00000397,MEM000346,2024-06-30,Post-Workout,FOOD0036,bell pepper,300.0,75.0,3.0,15.0,0.6,1.5,4.5
NL00000398,MEM001089,2024-04-26,Lunch,FOOD0009,shrimp,190.0,228.0,45.6,0.0,3.8,0.0,0.0
NL00000399,MEM000780,2024-01-20,Lunch,FOOD0037,tomato,110.0,27.5,1.1,5.5,0.2,0.6,1.6
NL00000400,MEM001566,2024-04-17,Breakfast,FOOD0055,peach,70.0,70.0,2.1,10.5,2.1,1.0,3.2
NL00000401,MEM000409,2024-08-14,Snack,FOOD0004,steak,90.0,243.9,22.5,0.0,17.1,0.0,0.0
NL00000402,MEM001543,2024-06-04,Breakfast,FOOD0076,yogurt,170.0,100.3,17.0,6.1,0.7,0.7,1.9
NL00000403,MEM001306,2024-01-18,Lunch,FOOD0058,grapefruit,250.0,150.0,1.2,37.5,0.5,3.8,11.2
NL00000404,MEM002008,2024-02-29,Post-Workout,FOOD0026,pasta,190.0,248.9,9.5,47.5,2.1,4.8,14.2
NL00000405,MEM001278,2024-05-27,Dinner,FOOD0061,walnuts,190.0,190.0,5.7,28.5,5.7,2.8,8.5
NL00000406,MEM001130,2024-12-03,Lunch,FOOD0044,zucchini,240.0,240.0,7.2,36.0,7.2,3.6,10.8
NL00000407,MEM001299,2024-06-04,Breakfast,FOOD0020,brown rice,230.0,257.6,6.0,55.2,2.1,5.5,16.6
NL00000408,MEM001436,2024-04-02,Lunch,FOOD0013,turkey breast,240.0,240.0,7.2,36.0,7.2,3.6,10.8
NL00000409,MEM001085,2024-05-20,Post-Workout,FOOD0075,cheddar cheese,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00000410,MEM000043,2024-12-04,Lunch,FOOD0056,pear,260.0,260.0,7.8,39.0,7.8,3.9,11.7
NL00000411,MEM001746,2024-07-31,Post-Workout,FOOD0067,flax seeds,90.0,90.0,2.7,13.5,2.7,1.4,4.0
NL00000412,MEM001737,2024-03-31,Breakfast,FOOD0026,pasta,180.0,235.8,9.0,45.0,2.0,4.5,13.5
NL00000413,MEM001643,2024-01-18,Dinner,FOOD0032,broccoli,100.0,34.0,2.8,7.0,0.4,0.7,2.1
NL00000414,MEM001857,2024-04-18,Breakfast,FOOD0021,jasmine rice,280.0,336.0,8.4,70.0,2.8,7.0,21.0
NL00000415,MEM001243,2024-04-07,Breakfast,FOOD0025,white bread,220.0,264.0,6.6,55.0,2.2,5.5,16.5
NL00000416,MEM002158,2024-08-11,Breakfast,FOOD0056,pear,70.0,70.0,2.1,10.5,2.1,1.0,3.2
NL00000417,MEM001167,2024-12-14,Snack,FOOD0079,granola bar,210.0,210.0,6.3,31.5,6.3,3.2,9.5
NL00000418,MEM001835,2024-03-14,Dinner,FOOD0048,orange,270.0,162.0,1.4,40.5,0.5,4.1,12.2
NL00000419,MEM001211,2024-03-04,Breakfast,FOOD0030,bagel,210.0,210.0,6.3,31.5,6.3,3.2,9.5
NL00000420,MEM002207,2024-06-22,Breakfast,FOOD0072,milk,290.0,290.0,8.7,43.5,8.7,4.4,13.0
NL00000421,MEM000658,2024-10-14,Lunch,FOOD0073,cheese,290.0,290.0,8.7,43.5,8.7,4.4,13.0
NL00000422,MEM001275,2024-08-20,Dinner,FOOD0049,strawberry,200.0,120.0,1.0,30.0,0.4,3.0,9.0
NL00000423,MEM001606,2024-07-24,Post-Workout,FOOD0056,pear,220.0,220.0,6.6,33.0,6.6,3.3,9.9
NL00000424,MEM000047,2024-09-29,Snack,FOOD0019,white rice,90.0,117.0,2.4,25.2,0.3,2.5,7.6
NL00000425,MEM001327,2024-07-01,Lunch,FOOD0010,cod,210.0,252.0,50.4,0.0,4.2,0.0,0.0
NL00000426,MEM002147,2024-04-09,Dinner,FOOD0047,apple,180.0,93.6,0.5,25.2,0.4,2.5,7.6
NL00000427,MEM002304,2024-11-08,Post-Workout,FOOD0027,sweet potato,250.0,215.0,4.0,50.0,0.2,5.0,15.0
NL00000428,MEM001078,2024-10-11,Dinner,FOOD0048,orange,110.0,66.0,0.6,16.5,0.2,1.6,5.0
NL00000429,MEM000649,2024-05-07,Lunch,FOOD0025,white bread,280.0,336.0,8.4,70.0,2.8,7.0,21.0
NL00000430,MEM001253,2024-01-14,Lunch,FOOD0074,mozzarella,220.0,220.0,6.6,33.0,6.6,3.3,9.9
NL00000431,MEM000170,2024-08-01,Lunch,FOOD0077,whey protein,210.0,210.0,6.3,31.5,6.3,3.2,9.5
NL00000432,MEM001828,2024-10-14,Post-Workout,FOOD0049,strawberry,80.0,48.0,0.4,12.0,0.2,1.2,3.6
NL00000433,MEM000772,2024-07-15,Snack,FOOD0070,sunflower seeds,130.0,130.0,3.9,19.5,3.9,2.0,5.9
